geo,time,exports_percent_of_gdp
pri,2001,80.53
pri,2002,78.33
pri,2003,84.14
pri,2004,84.21
pri,2005,82.78
pri,2006,84.29
pri,2007,82.47
pri,2008,82.73
pri,2009,77.84
pri,2010,77.91
qat,1994,44.88
qat,1995,44.34
qat,1996,43.73
qat,1997,48.28
qat,1998,51.1
qat,1999,60.04
qat,2000,67.28
qat,2001,65.89
qat,2002,60.34
qat,2003,61.7
qat,2004,64.29
qat,2005,67.34
qat,2006,63.22
qat,2007,57.34
qat,2008,50.72
qat,2009,47.1
rou,1990,16.73
rou,1991,17.6
rou,1992,27.79
rou,1993,23.02
rou,1994,24.9
rou,1995,27.62
rou,1996,28.14
rou,1997,29.18
rou,1998,22.62
rou,1999,28.02
rou,2000,32.69
rou,2001,33.39
rou,2002,35.4
rou,2003,34.69
rou,2004,35.93
rou,2005,32.92
rou,2006,29.55
rou,2007,30.72
rou,2008,30.98
rou,2009,33.32
rou,2010,23.49
rou,2011,22.33
rus,1989,21.9
rus,1990,18.16
rus,1991,13.27
rus,1992,62.32
rus,1993,38.2
rus,1994,27.76
rus,1995,29.29
rus,1996,26.07
rus,1997,24.73
rus,1998,31.22
rus,1999,43.22
rus,2000,44.06
rus,2001,36.89
rus,2002,35.25
rus,2003,35.25
rus,2004,34.42
rus,2005,35.2
rus,2006,33.73
rus,2007,30.16
rus,2008,31.31
rus,2009,27.94
rus,2010,29.95
rus,2011,31.05
rwa,1961,11.48
rwa,1962,9.28
rwa,1963,5.938
rwa,1964,12
rwa,1965,12.1
rwa,1966,11.28
rwa,1967,10.51
rwa,1968,8.74
rwa,1969,7.679
rwa,1970,11.51
rwa,1971,10.21
rwa,1972,8.282
rwa,1973,11.6
rwa,1974,12.17
rwa,1975,9.172
rwa,1976,14.58
rwa,1977,14.27
rwa,1978,14.78
rwa,1979,21.05
rwa,1980,14.44
rwa,1981,9.826
rwa,1982,11.55
rwa,1983,11.58
rwa,1984,12.63
rwa,1985,10.78
rwa,1986,12.58
rwa,1987,7.45
rwa,1988,6.62
rwa,1989,6.139
rwa,1990,5.615
rwa,1991,7.317
rwa,1992,5.568
rwa,1993,5.175
rwa,1994,6.303
rwa,1995,5.151
rwa,1996,6.031
rwa,1997,7.797
rwa,1998,5.585
rwa,1999,6.222
rwa,2000,6.32
rwa,2001,8.479
rwa,2002,7.035
rwa,2003,8.453
rwa,2004,11.12
rwa,2005,11.42
rwa,2006,11.06
rwa,2007,11.16
rwa,2008,14.46
rwa,2009,10.14
rwa,2010,10.05
rwa,2011,13.42
kna,1977,63.82
kna,1978,63.35
kna,1979,59.7
kna,1980,66.9
kna,1981,60.38
kna,1982,49.81
kna,1983,48.91
kna,1984,55.05
kna,1985,55.37
kna,1986,61.44
kna,1987,63.9
kna,1988,59.33
kna,1989,55.29
kna,1990,51.75
kna,1991,58.94
kna,1992,61.66
kna,1993,58.32
kna,1994,54.65
kna,1995,51.15
kna,1996,49.68
kna,1997,53.18
kna,1998,53.77
kna,1999,46.99
kna,2000,36.04
kna,2001,33.57
kna,2002,32.1
kna,2003,35.82
kna,2004,38.98
kna,2005,42.25
kna,2006,37.44
kna,2007,33.46
kna,2008,31.09
kna,2009,24.61
kna,2010,29.61
kna,2011,32.7
lca,1979,63.12
lca,1980,66.96
lca,1981,51.77
lca,1982,57.78
lca,1983,63.61
lca,1984,52.64
lca,1985,61.4
lca,1986,74.06
lca,1987,74.55
lca,1988,87.38
lca,1989,80.19
lca,1990,72.56
lca,1991,69.92
lca,1992,67.74
lca,1993,67.66
lca,1994,65.69
lca,1995,67.55
lca,1996,62.35
lca,1997,59.34
lca,1998,58.43
lca,1999,55.16
lca,2000,49.3
lca,2001,46.28
lca,2002,44.15
lca,2003,49.93
lca,2004,54.09
lca,2005,57.77
lca,2006,43.24
lca,2007,40.37
lca,2008,45.63
lca,2009,46.34
lca,2010,52.03
lca,2011,44.43
vct,1977,43.27
vct,1978,58.78
vct,1979,51.85
vct,1980,54.95
vct,1981,57.43
vct,1982,58.92
vct,1983,61.33
vct,1984,69.05
vct,1985,73
vct,1986,72.99
vct,1987,64.26
vct,1988,75.97
vct,1989,65.34
vct,1990,65.82
vct,1991,52.84
vct,1992,59.3
vct,1993,50
vct,1994,46.27
vct,1995,51.15
vct,1996,52.89
vct,1997,50.62
vct,1998,49.52
vct,1999,53.39
vct,2000,45.14
vct,2001,40.82
vct,2002,38.54
vct,2003,35.83
vct,2004,35.31
vct,2005,36.37
vct,2006,34.69
vct,2007,30.99
vct,2008,30.07
vct,2009,28.6
vct,2010,27.21
vct,2011,27.07
wsm,1994,23.51
wsm,1995,34.62
wsm,1996,35.36
wsm,1997,32.7
wsm,1998,36.31
wsm,1999,35.79
wsm,2000,33.82
wsm,2001,34.58
wsm,2002,32.88
wsm,2003,31.29
wsm,2004,31.65
wsm,2005,31.87
wsm,2006,32.46
wsm,2007,32.86
wsm,2008,32.42
wsm,2009,31.5
wsm,2010,32.04
wsm,2011,31.35
stp,2000,21.21
stp,2001,14.49
stp,2002,16.45
stp,2003,17.71
stp,2004,14.06
stp,2005,13.87
stp,2006,13.73
stp,2007,9.277
stp,2008,9.544
stp,2009,9.981
stp,2010,12.09
stp,2011,11.46
sau,1968,47.73
sau,1969,48.19
sau,1970,54.48
sau,1971,57.06
sau,1972,64.48
sau,1973,103.2
sau,1974,63.53
sau,1975,73.72
sau,1976,59.89
sau,1977,57.54
sau,1978,49.43
sau,1979,54.92
sau,1980,63.55
sau,1981,62.94
sau,1982,50.84
sau,1983,38.56
sau,1984,34.62
sau,1985,30.07
sau,1986,26.7
sau,1987,30.86
sau,1988,31.32
sau,1989,33.75
sau,1990,40.63
sau,1991,38.57
sau,1992,39.33
sau,1993,34.57
sau,1994,34.22
sau,1995,37.57
sau,1996,40.26
sau,1997,39.39
sau,1998,29.84
sau,1999,34.83
sau,2000,43.65
sau,2001,39.88
sau,2002,41.18
sau,2003,46.12
sau,2004,52.67
sau,2005,60.88
sau,2006,63.23
sau,2007,64.77
sau,2008,67.78
sau,2009,53.64
sau,2010,58.09
sau,2011,61.61
sen,1961,21.17
sen,1962,20.3
sen,1963,17.62
sen,1964,17.47
sen,1965,17.53
sen,1966,18.57
sen,1967,17.09
sen,1968,19.74
sen,1969,21.44
sen,1970,23.48
sen,1971,22.36
sen,1972,26.46
sen,1973,24.59
sen,1974,36.9
sen,1975,31.44
sen,1976,31.33
sen,1977,37.37
sen,1978,26.1
sen,1979,27.49
sen,1980,23.9
sen,1981,31.72
sen,1982,29.18
sen,1983,35.18
sen,1984,33.98
sen,1985,27.83
sen,1986,24.56
sen,1987,21.25
sen,1988,22.29
sen,1989,24.46
sen,1990,25.41
sen,1991,23.09
sen,1992,22.35
sen,1993,20.26
sen,1994,31.75
sen,1995,30.87
sen,1996,26.98
sen,1997,27.31
sen,1998,27.7
sen,1999,28.06
sen,2000,27.93
sen,2001,28.73
sen,2002,28.55
sen,2003,26.63
sen,2004,26.44
sen,2005,26.9
sen,2006,25.6
sen,2007,25.37
sen,2008,26.13
sen,2009,24.41
sen,2010,24.79
sen,2011,24.51
srb,1997,16.74
srb,1998,23.56
srb,1999,17.5
srb,2000,23.86
srb,2001,21.3
srb,2002,19.62
srb,2003,22.3
srb,2004,23.5
srb,2005,26.18
srb,2006,29.87
srb,2007,30.51
srb,2008,31.08
srb,2009,29.39
srb,2010,34.89
srb,2011,36.08
syc,1976,74.37
syc,1977,78.36
syc,1978,82.1
syc,1979,72.25
syc,1980,67.96
syc,1981,57.02
syc,1982,52.46
syc,1983,55.62
syc,1984,65.96
syc,1985,68.92
syc,1986,63.03
syc,1987,61.34
syc,1988,64.02
syc,1989,65.12
syc,1990,62.48
syc,1991,58.48
syc,1992,56.02
syc,1993,54.3
syc,1994,52.35
syc,1995,54.73
syc,1996,66.34
syc,1997,65.62
syc,1998,60.87
syc,1999,67.67
syc,2000,78.15
syc,2001,81.57
syc,2002,83.97
syc,2003,95.14
syc,2004,97.81
syc,2005,78.21
syc,2006,84.33
syc,2007,97.41
syc,2008,113.3
syc,2009,108.4
sle,1964,29.08
sle,1965,28.87
sle,1966,27.78
sle,1967,27.08
sle,1968,23.68
sle,1969,27.63
sle,1970,31.02
sle,1971,31.27
sle,1972,27.77
sle,1973,24.64
sle,1974,24.1
sle,1975,25.11
sle,1976,21.54
sle,1977,19.72
sle,1978,19.82
sle,1979,19.9
sle,1980,22.86
sle,1981,23.02
sle,1982,15.76
sle,1983,11.07
sle,1984,10.62
sle,1985,14.82
sle,1986,11.92
sle,1987,31.96
sle,1988,28.72
sle,1989,23.92
sle,1990,22.45
sle,1991,22.74
sle,1992,22.46
sle,1993,21.49
sle,1994,29.51
sle,1995,18.62
sle,1996,17.82
sle,1997,13.94
sle,1998,16.2
sle,1999,12.5
sle,2000,18.08
sle,2001,16.03
sle,2002,17.57
sle,2003,23.22
sle,2004,22.54
sle,2005,23.57
sle,2006,24.94
sle,2007,20.77
sle,2008,16.34
sle,2009,15.96
sle,2010,17.1
sle,2011,16.26
sgp,1965,123.3
sgp,1966,123.3
sgp,1967,114.4
sgp,1968,125.7
sgp,1969,132.2
sgp,1970,126.1
sgp,1971,119.5
sgp,1972,106.8
sgp,1973,118.4
sgp,1974,149.6
sgp,1975,137.2
sgp,1976,149.6
sgp,1977,163
sgp,1978,165.8
sgp,1979,185.1
sgp,1980,202.6
sgp,1981,198.8
sgp,1982,186.1
sgp,1983,167.6
sgp,1984,157.4
sgp,1985,153.1
sgp,1986,149.1
sgp,1987,164.6
sgp,1988,185.2
sgp,1989,179.5
sgp,1990,177.4
sgp,1991,169.6
sgp,1992,162.1
sgp,1993,162
sgp,1994,167.2
sgp,1995,183
sgp,1996,178.5
sgp,1997,171.6
sgp,1998,169
sgp,1999,180.2
sgp,2000,192.3
sgp,2001,187.8
sgp,2002,188.8
sgp,2003,207.4
sgp,2004,219.3
sgp,2005,229.7
sgp,2006,233.4
sgp,2007,217.7
sgp,2008,241.4
sgp,2009,224.8
sgp,2010,207.2
sgp,2011,209
svk,1987,32.34
svk,1988,32.15
svk,1989,28.84
svk,1990,26.55
svk,1991,46.32
svk,1992,70.33
svk,1993,56.18
svk,1994,59.26
svk,1995,57.76
svk,1996,53.32
svk,1997,56.33
svk,1998,59.16
svk,1999,61.16
svk,2000,70.45
svk,2001,72.71
svk,2002,71.12
svk,2003,75.85
svk,2004,74.54
svk,2005,76.25
svk,2006,84.49
svk,2007,86.86
svk,2008,83.47
svk,2009,70.88
svk,2010,81.25
svk,2011,89.06
svn,1990,90.76
svn,1991,83.53
svn,1992,63.14
svn,1993,58.75
svn,1994,58.89
svn,1995,49.59
svn,1996,49.91
svn,1997,51.3
svn,1998,51.07
svn,1999,47.23
svn,2000,53.7
svn,2001,55.18
svn,2002,55.08
svn,2003,53.8
svn,2004,57.81
svn,2005,62.18
svn,2006,66.54
svn,2007,69.56
svn,2008,67.14
svn,2009,58.39
svn,2010,65.42
svn,2011,72.3
slb,1981,36.87
slb,1982,36.17
slb,1983,38.5
slb,1984,38.11
slb,1985,33.2
slb,1986,36.68
slb,1987,33.41
slb,1988,32.01
slb,1989,28.98
slb,1990,30.05
slb,1991,33.54
slb,1992,33.9
slb,1993,38.64
slb,1994,36.75
slb,1995,36.22
slb,1996,34.42
slb,1997,38.67
slb,1998,36.19
slb,1999,35.69
slb,2000,24.09
slb,2001,16.51
slb,2002,20.07
slb,2003,26.41
slb,2004,30.93
slb,2005,34.07
slb,2006,36.14
slb,2007,36.67
slb,2008,37.3
slb,2009,36.64
slb,2010,31.11
slb,2011,25.83
som,1961,16
som,1962,12.79
som,1963,15.87
som,1964,15.98
som,1965,17.15
som,1966,14.96
som,1967,13.65
som,1968,14.89
som,1969,15.99
som,1970,11.51
som,1971,13.26
som,1972,15.74
som,1973,13.91
som,1974,17.46
som,1975,12.46
som,1976,10.03
som,1977,20.26
som,1978,25.84
som,1979,24.31
som,1980,33.18
som,1981,24.82
som,1982,25.97
som,1983,23.63
som,1984,14.59
som,1985,6.33
som,1986,6.964
som,1987,6.691
som,1988,4.823
som,1989,7.683
som,1990,9.787
zaf,1961,30.72
zaf,1962,30.47
zaf,1963,29.51
zaf,1964,28.4
zaf,1965,26.48
zaf,1966,26.04
zaf,1967,25.3
zaf,1968,25.98
zaf,1969,23.66
zaf,1970,21.8
zaf,1971,21.89
zaf,1972,25.35
zaf,1973,25.36
zaf,1974,27.98
zaf,1975,27.69
zaf,1976,27.74
zaf,1977,30.24
zaf,1978,32.36
zaf,1979,35.21
zaf,1980,35.38
zaf,1981,28.35
zaf,1982,26.45
zaf,1983,24.73
zaf,1984,25.47
zaf,1985,31.42
zaf,1986,30.57
zaf,1987,30.26
zaf,1988,29.1
zaf,1989,26.69
zaf,1990,24.24
zaf,1991,21.75
zaf,1992,21.34
zaf,1993,22.48
zaf,1994,22.1
zaf,1995,22.77
zaf,1996,24.73
zaf,1997,24.6
zaf,1998,25.65
zaf,1999,25.33
zaf,2000,27.87
zaf,2001,30.13
zaf,2002,32.92
zaf,2003,27.88
zaf,2004,26.42
zaf,2005,27.38
zaf,2006,30.01
zaf,2007,31.29
zaf,2008,35.79
zaf,2009,27.4
zaf,2010,27.34
zaf,2011,28.82
esp,1961,7.972
esp,1962,8.304
esp,1963,7.712
esp,1964,8.812
esp,1965,8.193
esp,1966,8.893
esp,1967,8.551
esp,1968,10.57
esp,1969,11.33
esp,1970,12.44
esp,1971,13.35
esp,1972,13.68
esp,1973,13.66
esp,1974,13.52
esp,1975,12.69
esp,1976,12.89
esp,1977,13.59
esp,1978,14.23
esp,1979,14.05
esp,1980,14.66
esp,1981,16.7
esp,1982,17.41
esp,1983,19.56
esp,1984,21.85
esp,1985,21.4
esp,1986,18.66
esp,1987,18.18
esp,1988,17.74
esp,1989,17.03
esp,1990,16.13
esp,1991,16.16
esp,1992,16.6
esp,1993,18.16
esp,1994,20.83
esp,1995,22.38
esp,1996,23.62
esp,1997,26.3
esp,1998,26.67
esp,1999,26.67
esp,2000,29.05
esp,2001,28.53
esp,2002,27.33
esp,2003,26.32
esp,2004,25.94
esp,2005,25.67
esp,2006,26.29
esp,2007,26.9
esp,2008,26.5
esp,2009,23.92
esp,2010,27.18
esp,2011,30.26
lka,1961,27.54
lka,1962,27.79
lka,1963,25.76
lka,1964,24.62
lka,1965,25.9
lka,1966,22.37
lka,1967,20.46
lka,1968,20.62
lka,1969,18.39
lka,1970,25.45
lka,1971,24.61
lka,1972,22.33
lka,1973,24.35
lka,1974,26.43
lka,1975,27.49
lka,1976,29.05
lka,1977,33.81
lka,1978,34.77
lka,1979,33.71
lka,1980,32.22
lka,1981,30.46
lka,1982,27.36
lka,1983,26.33
lka,1984,28.8
lka,1985,26.01
lka,1986,23.72
lka,1987,25.19
lka,1988,26.08
lka,1989,27.26
lka,1990,30.18
lka,1991,28.74
lka,1992,31.77
lka,1993,33.8
lka,1994,33.81
lka,1995,35.6
lka,1996,34.97
lka,1997,36.54
lka,1998,36.24
lka,1999,35.48
lka,2000,39.02
lka,2001,37.33
lka,2002,34.91
lka,2003,34.65
lka,2004,35.33
lka,2005,32.34
lka,2006,30.13
lka,2007,29.11
lka,2008,24.84
lka,2009,21.33
lka,2010,22.38
lka,2011,23.06
sdn,1961,13.31
sdn,1962,14.62
sdn,1963,16.71
sdn,1964,15.54
sdn,1965,14.22
sdn,1966,14.32
sdn,1967,15.11
sdn,1968,15.12
sdn,1969,15.69
sdn,1970,16.34
sdn,1971,15.64
sdn,1972,16.02
sdn,1973,14.85
sdn,1974,12.71
sdn,1975,12.09
sdn,1976,11.22
sdn,1977,9.373
sdn,1978,7.918
sdn,1979,9.956
sdn,1980,10.58
sdn,1981,9.619
sdn,1982,9.935
sdn,1983,10.6
sdn,1984,8.458
sdn,1985,5.747
sdn,1986,4.74
sdn,1987,5.522
sdn,1988,3.796
sdn,1989,5.341
sdn,1990,4.021
sdn,1991,3.335
sdn,1992,5.246
sdn,1993,4.23
sdn,1994,4.691
sdn,1995,4.969
sdn,1996,7.455
sdn,1997,5.344
sdn,1998,6.702
sdn,1999,7.779
sdn,2000,15.98
sdn,2001,11.4
sdn,2002,13.98
sdn,2003,14.83
sdn,2004,17.76
sdn,2005,19.21
sdn,2006,19.43
sdn,2007,22.1
sdn,2008,24.5
sdn,2009,16.12
sdn,2010,20
sdn,2011,18.47
sur,1961,50.25
sur,1962,48.02
sur,1963,49.41
sur,1964,46.92
sur,1965,49.66
sur,1966,59.06
sur,1967,59.01
sur,1968,57.68
sur,1969,62
sur,1970,60.27
sur,1971,63.57
sur,1972,60.94
sur,1973,60.1
sur,1974,74.88
sur,1975,63.23
sur,1976,61.13
sur,1977,55.15
sur,1978,55.34
sur,1979,58.56
sur,1980,68.81
sur,1981,58.71
sur,1982,51.85
sur,1983,43.88
sur,1984,43.36
sur,1985,36.74
sur,1986,32.6
sur,1987,31.07
sur,1988,29.31
sur,1989,37.7
sur,1990,42.05
sur,1991,35
sur,1992,28.66
sur,1993,20.41
sur,1994,22.94
sur,1995,22.85
sur,1996,23.35
sur,1997,25.19
sur,1998,31.11
sur,1999,27.23
sur,2000,19.73
sur,2001,23.57
sur,2002,18.79
sur,2003,19.74
sur,2004,26.11
sur,2005,30.42
swz,1961,41.97
swz,1962,47.86
swz,1963,59.23
swz,1964,53.86
swz,1965,65.94
swz,1966,73.22
swz,1967,73.6
swz,1968,75.61
swz,1969,64.94
swz,1970,69.91
swz,1971,67.83
swz,1972,67.02
swz,1973,70.39
swz,1974,81.51
swz,1975,72.94
swz,1976,75.7
swz,1977,65.39
swz,1978,62.93
swz,1979,62.9
swz,1980,74.6
swz,1981,75.18
swz,1982,66.39
swz,1983,62.13
swz,1984,55.5
swz,1985,56.67
swz,1986,68.77
swz,1987,81.85
swz,1988,76.87
swz,1989,84.11
swz,1990,59.02
swz,1991,59.26
swz,1992,57.35
swz,1993,57.29
swz,1994,63.68
swz,1995,60.02
swz,1996,59.35
swz,1997,61.35
swz,1998,67.17
swz,1999,65
swz,2000,74.33
swz,2001,85.44
swz,2002,95.71
swz,2003,100.9
swz,2004,84.93
swz,2005,87.07
swz,2006,76.62
swz,2007,75.67
swz,2008,59.36
swz,2009,59.51
swz,2010,54.81
swz,2011,56.3
swe,1961,22.34
swe,1962,21.9
swe,1963,21.94
swe,1964,22.32
swe,1965,21.86
swe,1966,21.42
swe,1967,21.11
swe,1968,21.56
swe,1969,22.84
swe,1970,23.98
swe,1971,24.22
swe,1972,24.08
swe,1973,27.28
swe,1974,32.07
swe,1975,28.02
swe,1976,27.52
swe,1977,27.27
swe,1978,28.1
swe,1979,30.26
swe,1980,29.67
swe,1981,30.4
swe,1982,32.9
swe,1983,36.17
swe,1984,36.91
swe,1985,35.72
swe,1986,33.2
swe,1987,32.75
swe,1988,32.4
swe,1989,32.17
swe,1990,30.47
swe,1991,28.24
swe,1992,28.13
swe,1993,32.75
swe,1994,36.07
swe,1995,39.7
swe,1996,38.56
swe,1997,42.07
swe,1998,43.05
swe,1999,43.1
swe,2000,46.52
swe,2001,46.3
swe,2002,44.37
swe,2003,43.52
swe,2004,45.96
swe,2005,48.43
swe,2006,51.11
swe,2007,51.87
swe,2008,53.53
swe,2009,47.96
swe,2010,49.48
swe,2011,49.93
che,1961,27.19
che,1962,26.86
che,1963,26.62
che,1964,26.57
che,1965,27.51
che,1966,28.14
che,1967,27.89
che,1968,29.53
che,1969,31.32
che,1980,35.26
che,1981,36.12
che,1982,34.92
che,1983,34.86
che,1984,36.54
che,1985,37.92
che,1986,36.02
che,1987,35.24
che,1988,35.97
che,1989,37.48
che,1990,35.67
che,1991,34.62
che,1992,35.33
che,1993,35.8
che,1994,35.52
che,1995,35.22
che,1996,35.83
che,1997,39.18
che,1998,39.69
che,1999,41.23
che,2000,45.43
che,2001,44.65
che,2002,43.27
che,2003,42.91
che,2004,45.05
che,2005,47.58
che,2006,50.82
che,2007,54.37
che,2008,54.27
che,2009,50.37
che,2010,51.71
che,2011,51.2
syr,1961,17.6
syr,1962,20.93
syr,1963,19.43
syr,1964,16.71
syr,1965,17.04
syr,1966,17.66
syr,1967,15.75
syr,1968,17.36
syr,1969,17.11
syr,1970,17.89
syr,1971,17.73
syr,1972,18.54
syr,1973,22.54
syr,1974,24.61
syr,1975,21.88
syr,1976,19.96
syr,1977,18.57
syr,1978,15.17
syr,1979,19.56
syr,1980,18.63
syr,1981,15.99
syr,1982,14.22
syr,1983,13.55
syr,1984,12.7
syr,1985,12.58
syr,1986,11.51
syr,1987,16.01
syr,1988,17.15
syr,1989,24.75
syr,1990,28.34
syr,1991,24.41
syr,1992,26.26
syr,1993,27.87
syr,1994,33.06
syr,1995,31.04
syr,1996,31.83
syr,1997,32.42
syr,1998,30.53
syr,1999,32.32
syr,2000,35.39
syr,2001,35.38
syr,2002,38.07
syr,2003,33.47
syr,2004,40.05
syr,2005,40.39
syr,2006,39.5
syr,2007,38.64
syr,2008,36.84
syr,2009,29.08
syr,2010,35.33
tjk,1988,35.2
tjk,1989,35.9
tjk,1990,27.8
tjk,1991,33.2
tjk,1992,9.679
tjk,1993,28.55
tjk,1994,43.04
tjk,1995,65.59
tjk,1996,76.59
tjk,1997,87.24
tjk,1998,48.92
tjk,1999,66.07
tjk,2000,98.76
tjk,2001,67.99
tjk,2002,65.46
tjk,2003,63.38
tjk,2004,58.31
tjk,2005,26.01
tjk,2006,23.19
tjk,2007,20.62
tjk,2008,16.76
tjk,2009,13.41
tjk,2010,15.2
tjk,2011,15.34
tza,1990,12.62
tza,1991,10.26
tza,1992,12.44
tza,1993,17.98
tza,1994,20.61
tza,1995,24.07
tza,1996,19.94
tza,1997,16.22
tza,1998,12.4
tza,1999,12.53
tza,2000,13.36
tza,2001,17.01
tza,2002,17.58
tza,2003,18.56
tza,2004,19.65
tza,2005,20.82
tza,2006,22.56
tza,2007,24.24
tza,2008,25.14
tza,2009,23.23
tza,2010,27.83
tza,2011,31.06
tha,1961,16.94
tha,1962,15.25
tha,1963,14.81
tha,1964,16.88
tha,1965,16.45
tha,1966,17.14
tha,1967,17.71
tha,1968,16.5
tha,1969,15.69
tha,1970,14.99
tha,1971,15.97
tha,1972,18.17
tha,1973,18.6
tha,1974,21.6
tha,1975,18.36
tha,1976,20.23
tha,1977,19.95
tha,1978,19.89
tha,1979,22.58
tha,1980,24.11
tha,1981,23.85
tha,1982,22.92
tha,1983,20.11
tha,1984,21.9
tha,1985,23.21
tha,1986,25.6
tha,1987,28.89
tha,1988,33.01
tha,1989,34.92
tha,1990,34.13
tha,1991,35.96
tha,1992,36.97
tha,1993,37.96
tha,1994,38.87
tha,1995,41.84
tha,1996,39.25
tha,1997,48.01
tha,1998,58.88
tha,1999,58.3
tha,2000,66.78
tha,2001,65.86
tha,2002,64.19
tha,2003,65.68
tha,2004,70.7
tha,2005,73.57
tha,2006,73.65
tha,2007,73.42
tha,2008,76.44
tha,2009,68.35
tha,2010,71.29
tha,2011,76.94
tgo,1961,39.24
tgo,1962,35.05
tgo,1963,25.42
tgo,1964,35.07
tgo,1965,31.98
tgo,1966,38.89
tgo,1967,37.92
tgo,1968,42.01
tgo,1969,45.89
tgo,1970,49.64
tgo,1971,46.82
tgo,1972,39.28
tgo,1973,33.12
tgo,1974,66.01
tgo,1975,43.41
tgo,1976,47.3
tgo,1977,41.47
tgo,1978,63.98
tgo,1979,50
tgo,1980,51.06
tgo,1981,46.23
tgo,1982,50.15
tgo,1983,45.48
tgo,1984,51.24
tgo,1985,48.41
tgo,1986,43.98
tgo,1987,41.37
tgo,1988,43.66
tgo,1989,39.67
tgo,1990,33.47
tgo,1991,33.44
tgo,1992,26.93
tgo,1993,24.38
tgo,1994,30.55
tgo,1995,32.44
tgo,1996,33.28
tgo,1997,28.98
tgo,1998,29.69
tgo,1999,28.87
tgo,2000,34.38
tgo,2001,33.8
tgo,2002,36.52
tgo,2003,43.37
tgo,2004,38.56
tgo,2005,40.04
tgo,2006,38.2
tgo,2007,37.92
tgo,2008,35.49
tgo,2009,36.74
tgo,2010,39.92
tgo,2011,40.91
ton,1975,41.33
ton,1976,26.94
ton,1977,33.87
ton,1978,28.79
ton,1979,26.08
ton,1980,30.06
ton,1981,25.38
ton,1982,27.59
ton,1983,18.66
ton,1984,26.61
ton,1985,30.13
ton,1986,25.71
ton,1987,30.93
ton,1988,22.74
ton,1989,25.1
ton,1990,33.87
ton,1991,22.9
ton,1992,23.64
ton,1993,19.89
ton,1994,17.38
ton,1995,17.49
ton,1996,20.35
ton,1997,23.73
ton,1998,19.72
ton,1999,15.96
ton,2000,15.4
ton,2001,13.36
ton,2002,18.22
ton,2003,19.31
ton,2004,19.45
ton,2005,17.64
ton,2006,14.37
ton,2007,12.12
ton,2008,13.71
ton,2009,14.03
ton,2010,13.2
ton,2011,17.89
tto,1961,69.58
tto,1962,65.86
tto,1963,64.17
tto,1964,66.74
tto,1965,64.55
tto,1966,41.65
tto,1967,41.6
tto,1968,42.74
tto,1969,43.44
tto,1970,42.77
tto,1971,42.75
tto,1972,39.6
tto,1973,44.15
tto,1974,56.71
tto,1975,52.99
tto,1976,55.84
tto,1977,49.55
tto,1978,44.05
tto,1979,45.07
tto,1980,50.45
tto,1981,45.88
tto,1982,34.91
tto,1983,30.75
tto,1984,32.13
tto,1985,32.55
tto,1986,33.26
tto,1987,33.9
tto,1988,38.92
tto,1989,42.64
tto,1990,45.36
tto,1991,40.52
tto,1992,41.97
tto,1993,43.96
tto,1994,46.07
tto,1995,53.77
tto,1996,51.53
tto,1997,53.85
tto,1998,48.47
tto,1999,50
tto,2000,59.22
tto,2001,55.32
tto,2002,50.27
tto,2003,52.13
tto,2004,56.04
tto,2005,65.82
tto,2006,81.41
tto,2007,65.85
tto,2008,64.16
tto,2009,50.59
tto,2010,57.83
tun,1961,20.12
tun,1962,19.02
tun,1963,17.79
tun,1964,18.55
tun,1965,19.05
tun,1966,21.04
tun,1967,21.21
tun,1968,20.93
tun,1969,22.14
tun,1970,22
tun,1971,24.1
tun,1972,25.35
tun,1973,26.06
tun,1974,35.37
tun,1975,31.04
tun,1976,29.08
tun,1977,29.58
tun,1978,30.96
tun,1979,38.98
tun,1980,40.24
tun,1981,41.37
tun,1982,36.91
tun,1983,34.36
tun,1984,32.96
tun,1985,32.1
tun,1986,30.18
tun,1987,34.83
tun,1988,42.02
tun,1989,44.35
tun,1990,43.56
tun,1991,40.37
tun,1992,39.54
tun,1993,40.45
tun,1994,44.93
tun,1995,44.9
tun,1996,42.11
tun,1997,39.11
tun,1998,38.52
tun,1999,37.98
tun,2000,39.55
tun,2001,42.82
tun,2002,40.78
tun,2003,39.48
tun,2004,42.22
tun,2005,44.93
tun,2006,46.03
tun,2007,51.07
tun,2008,55.63
tun,2009,45.05
tun,2010,48.76
tun,2011,50.96
tur,1961,5.074
tur,1962,5.575
tur,1963,4.148
tur,1964,4.45
tur,1965,4.541
tur,1966,4.082
tur,1967,4.112
tur,1968,3.681
tur,1969,3.583
tur,1970,4.442
tur,1971,5.339
tur,1972,6.005
tur,1973,7.032
tur,1974,5.737
tur,1975,4.428
tur,1976,4.861
tur,1977,3.816
tur,1978,4.148
tur,1979,3.22
tur,1980,5.162
tur,1981,8.238
tur,1982,11.86
tur,1983,12.47
tur,1984,15.61
tur,1985,15.86
tur,1986,13.31
tur,1987,15.58
tur,1988,18.65
tur,1989,16.2
tur,1990,13.37
tur,1991,13.84
tur,1992,14.39
tur,1993,13.67
tur,1994,21.36
tur,1995,19.89
tur,1996,21.54
tur,1997,24.58
tur,1998,21.34
tur,1999,19.44
tur,2000,20.1
tur,2001,27.44
tur,2002,25.22
tur,2003,22.99
tur,2004,23.55
tur,2005,21.86
tur,2006,22.67
tur,2007,22.32
tur,2008,23.91
tur,2009,23.32
