geo,time,foreign_direct_investment_net_inflows_percent_of_gdp
tha,1986,0.6091
tha,1987,0.6964
tha,1988,1.792
tha,1989,2.457
tha,1990,2.863
tha,1991,2.05
tha,1992,1.896
tha,1993,1.443
tha,1994,0.9469
tha,1995,1.231
tha,1996,1.284
tha,1997,2.581
tha,1998,6.539
tha,1999,4.977
tha,2000,2.743
tha,2001,4.386
tha,2002,2.634
tha,2003,3.668
tha,2004,3.632
tha,2005,4.568
tha,2006,4.566
tha,2007,4.586
tha,2008,3.132
tha,2009,1.842
tha,2010,3.039
tls,2003,1.517
tls,2005,0.2736
tls,2006,2.594
tls,2007,2.187
tls,2008,7.973
tls,2009,8.35
tls,2010,39.89
tgo,1974,-7.903
tgo,1975,0.8443
tgo,1976,0.9082
tgo,1977,1.448
tgo,1978,11.27
tgo,1979,5.897
tgo,1980,3.761
tgo,1981,1.059
tgo,1982,1.963
tgo,1983,0.1885
tgo,1984,-1.384
tgo,1985,2.135
tgo,1986,0.5762
tgo,1987,0.5725
tgo,1988,0.9404
tgo,1989,0.6777
tgo,1990,1.12
tgo,1991,0.4044
tgo,1992,-0.7744
tgo,1993,-0.9625
tgo,1994,1.569
tgo,1995,1.999
tgo,1996,1.181
tgo,1997,1.401
tgo,1998,1.9
tgo,1999,2.7
tgo,2000,3.154
tgo,2001,4.788
tgo,2002,3.615
tgo,2003,1.918
tgo,2004,2.88
tgo,2005,3.64
tgo,2006,3.511
tgo,2007,1.948
tgo,2008,0.755
tgo,2009,1.537
tgo,2010,1.302
ton,1977,0.1172
ton,1978,0.1203
ton,1984,0.0326
ton,1985,0.2161
ton,1986,0.2607
ton,1987,0.06027
ton,1988,0.0268
ton,1989,0.1632
ton,1990,0.1742
ton,1991,0.2715
ton,1992,0.893
ton,1993,1.573
ton,1994,1.435
ton,1995,0.5078
ton,1996,0.1298
ton,1997,-0.00496
ton,1998,0.02422
ton,1999,0.4922
ton,2000,2.546
ton,2001,0.6683
ton,2002,-0.1814
ton,2003,1.627
ton,2004,1.923
ton,2005,2.775
ton,2006,3.41
ton,2007,9.066
ton,2008,1.197
ton,2009,-0.01163
ton,2010,4.654
tto,1970,10.12
tto,1971,11.52
tto,1972,7.947
tto,1973,5.012
tto,1974,5.884
tto,1975,3.806
tto,1976,5.285
tto,1977,2.662
tto,1978,3.617
tto,1979,2.039
tto,1980,2.959
tto,1981,3.768
tto,1982,2.547
tto,1983,1.509
tto,1984,1.46
tto,1985,0.01605
tto,1986,-0.303
tto,1987,0.6907
tto,1988,1.399
tto,1989,3.444
tto,1990,2.159
tto,1991,3.158
tto,1992,3.215
tto,1993,8.271
tto,1994,10.43
tto,1995,5.609
tto,1996,6.171
tto,1997,17.42
tto,1998,12.07
tto,1999,9.448
tto,2000,8.333
tto,2001,9.461
tto,2002,8.777
tto,2003,7.194
tto,2004,7.746
tto,2005,5.88
tto,2006,4.805
tto,2007,3.818
tto,2008,10.32
tto,2009,3.598
tto,2010,2.666
tun,1976,2.431
tun,1977,1.825
tun,1978,1.53
tun,1979,0.6845
tun,1980,2.683
tun,1981,3.508
tun,1982,4.184
tun,1983,2.205
tun,1984,1.372
tun,1985,1.282
tun,1986,0.7123
tun,1987,0.9458
tun,1988,0.6004
tun,1989,0.7716
tun,1990,0.6206
tun,1991,0.9595
tun,1992,3.393
tun,1993,3.846
tun,1994,2.764
tun,1995,1.466
tun,1996,1.217
tun,1997,1.634
tun,1998,2.981
tun,1999,1.525
tun,2000,3.503
tun,2001,2.048
tun,2002,3.417
tun,2003,1.97
tun,2004,1.904
tun,2005,2.24
tun,2006,9.513
tun,2007,3.935
tun,2008,5.879
tun,2009,3.666
tun,2010,3.163
tur,1974,0.1798
tur,1975,0.2554
tur,1976,0.0195
tur,1977,0.04601
tur,1978,0.05219
tur,1979,0.0839
tur,1980,0.02617
tur,1981,0.1337
tur,1982,0.08521
tur,1983,0.07458
tur,1984,0.1884
tur,1985,0.1472
tur,1986,0.1651
tur,1987,0.1319
tur,1988,0.3896
tur,1989,0.6188
tur,1990,0.454
tur,1991,0.5363
tur,1992,0.5305
tur,1993,0.3525
tur,1994,0.4652
tur,1995,0.5222
tur,1996,0.3978
tur,1997,0.4241
tur,1998,0.3491
tur,1999,0.3135
tur,2000,0.3684
tur,2001,1.71
tur,2002,0.4653
tur,2003,0.5617
tur,2004,0.7102
tur,2005,2.077
tur,2006,3.802
tur,2007,3.407
tur,2008,2.671
tur,2009,1.368
tur,2010,1.237
tkm,1993,2.485
tkm,1994,4.022
tkm,1995,9.387
tkm,1996,4.542
tkm,1997,4.402
tkm,1998,2.391
tkm,1999,5.101
tkm,2000,4.51
tkm,2001,4.809
tkm,2002,6.186
tkm,2003,3.781
tkm,2004,5.172
tkm,2005,5.16
tkm,2006,7.112
tkm,2007,6.759
tkm,2008,6.626
tkm,2009,20.73
tkm,2010,10.41
tuv,1994,2.204
tuv,1995,0
tuv,1996,0.3243
tuv,1997,0
tuv,1998,0.3919
tuv,1999,0.1461
tuv,2000,-6.609
tuv,2001,4.246
tuv,2002,167.4
tuv,2003,0.05368
tuv,2004,0.1821
tuv,2005,-0.09014
tuv,2006,19.99
tuv,2007,0.4972
tuv,2008,5.585
tuv,2009,8.541
tuv,2010,4.785
uga,1970,0.3335
uga,1971,-0.08467
uga,1972,-0.7981
uga,1973,0.3056
uga,1974,0.08099
uga,1975,0.089
uga,1976,0.08377
uga,1977,0.02724
uga,1978,0.0814
uga,1979,0.0935
uga,1980,0.3214
uga,1982,0.09277
uga,1985,-0.1136
uga,1988,0.07221
uga,1989,-0.03336
uga,1990,-0.1373
uga,1991,0.0301
uga,1992,0.105
uga,1993,1.695
uga,1994,2.21
uga,1995,2.106
uga,1996,2.002
uga,1997,2.791
uga,1998,3.189
uga,1999,2.337
uga,2000,2.595
uga,2001,2.594
uga,2002,2.989
uga,2003,3.191
uga,2004,3.72
uga,2005,4.112
uga,2006,6.457
uga,2007,6.649
uga,2008,5.047
uga,2009,4.991
uga,2010,4.804
ukr,1992,0.2705
ukr,1993,0.3047
ukr,1994,0.3026
ukr,1995,0.5538
ukr,1996,1.169
ukr,1997,1.242
ukr,1998,1.774
ukr,1999,1.571
ukr,2000,1.903
ukr,2001,2.084
ukr,2002,1.635
ukr,2003,2.84
ukr,2004,2.643
ukr,2005,9.064
ukr,2006,5.201
ukr,2007,6.93
ukr,2008,6.063
ukr,2009,4.108
ukr,2010,4.709
are,1975,0.1084
are,1976,0.2573
are,1977,0.4513
are,1978,0.1645
are,1979,0.2068
are,1980,0.224
are,1981,-0.03434
are,1982,0.2039
are,1983,0.1064
are,1984,0.4072
are,1985,-0.5442
are,1986,0.3247
are,1987,0.1284
are,1988,0.5207
are,1989,0.09355
are,1990,-0.2284
are,1991,0.05032
are,1992,0.2392
are,1993,0.7215
are,1994,0.1053
are,1995,0.6082
are,1996,0.4085
are,1997,0.2948
are,1998,0.3405
are,1999,-1.167
are,2000,-0.4853
are,2001,1.146
are,2002,0.08678
are,2003,3.423
are,2004,6.767
are,2005,6.035
are,2006,5.766
are,2007,5.495
are,2008,4.359
are,2009,1.481
are,2010,1.326
gbr,1970,1.192
gbr,1971,1.255
gbr,1972,0.7447
gbr,1973,1.487
gbr,1974,2.212
gbr,1975,1.404
gbr,1976,1.323
gbr,1977,1.725
gbr,1978,1.165
gbr,1979,1.531
gbr,1980,1.868
gbr,1981,1.142
gbr,1982,1.103
gbr,1983,1.112
gbr,1984,-0.07915
gbr,1985,1.18
gbr,1986,1.502
gbr,1987,2.273
gbr,1988,2.651
gbr,1989,3.683
gbr,1990,3.309
gbr,1991,1.558
gbr,1992,1.517
gbr,1993,1.684
gbr,1994,1.011
gbr,1995,1.878
gbr,1996,2.246
gbr,1997,2.76
gbr,1998,5.127
gbr,1999,5.945
gbr,2000,8.269
gbr,2001,3.661
gbr,2002,1.584
gbr,2003,1.484
gbr,2004,2.604
gbr,2005,7.779
gbr,2006,6.305
gbr,2007,7.184
gbr,2008,3.547
gbr,2009,3.358
gbr,2010,2.342
usa,1970,0.123
usa,1971,0.07816
usa,1972,0.1102
usa,1973,0.1548
usa,1974,0.2241
usa,1975,0.1577
usa,1976,0.1796
usa,1977,0.144
usa,1978,0.257
usa,1979,0.342
usa,1980,0.6117
usa,1981,0.8116
usa,1982,0.3865
usa,1983,0.2986
usa,1984,0.6348
usa,1985,0.4782
usa,1986,0.8004
usa,1987,1.244
usa,1988,1.141
usa,1989,1.255
usa,1990,0.8432
usa,1991,0.3908
usa,1992,0.3164
usa,1993,0.7805
usa,1994,0.6596
usa,1995,0.7876
usa,1996,1.116
usa,1997,1.279
usa,1998,2.048
usa,1999,3.112
usa,2000,3.246
usa,2001,1.632
usa,2002,0.7967
usa,2003,0.5749
usa,2004,1.236
usa,2005,0.8954
usa,2006,1.823
usa,2007,1.58
usa,2008,2.169
usa,2009,1.129
usa,2010,1.619
ury,1970,0.09966
ury,1971,-0.02957
ury,1972,-0.05207
ury,1973,0.03506
ury,1974,-0.00196
ury,1975,0.6399
ury,1976,0.0859
ury,1977,1.604
ury,1978,2.623
ury,1979,3.001
ury,1980,2.849
ury,1981,0.4399
ury,1982,-0.1493
ury,1983,0.1098
ury,1984,0.0701
ury,1985,-0.1669
ury,1986,0.6292
ury,1987,0.68
ury,1988,0.5698
ury,1989,0.4467
ury,1990,0.4467
ury,1991,0.2886
ury,1992,0.08775
ury,1993,0.6766
ury,1994,0.8841
ury,1995,0.8115
ury,1996,0.6668
ury,1997,0.5273
ury,1998,0.6464
ury,1999,0.9811
ury,2000,1.177
ury,2001,1.42
ury,2002,1.424
ury,2003,3.457
ury,2004,2.428
ury,2005,4.881
ury,2006,7.628
ury,2007,5.679
ury,2008,5.959
ury,2009,4.146
ury,2010,4.166
uzb,1992,0.06948
uzb,1993,0.3664
uzb,1994,0.5659
uzb,1995,-0.1798
uzb,1996,0.6452
uzb,1997,1.131
uzb,1998,0.9314
uzb,1999,0.7097
uzb,2000,0.5429
uzb,2001,0.7262
uzb,2002,0.674
uzb,2003,0.815
uzb,2004,1.468
uzb,2005,1.339
uzb,2006,1.02
uzb,2007,3.161
uzb,2008,2.548
uzb,2009,2.167
uzb,2010,2.109
vut,1979,4.1
vut,1980,4.087
vut,1981,7.211
vut,1982,7.064
vut,1983,5.328
vut,1984,5.487
vut,1985,3.74
vut,1986,1.7
vut,1987,9.855
vut,1988,7.28
vut,1989,6.346
vut,1990,8.277
vut,1991,13.49
vut,1992,13.49
vut,1993,13.81
vut,1994,13.58
vut,1995,13.27
vut,1996,13.35
vut,1997,11.81
vut,1998,7.771
vut,1999,5.001
vut,2000,7.447
vut,2001,6.98
vut,2002,5.411
vut,2003,5.748
vut,2004,5.454
vut,2005,3.369
vut,2006,9.979
vut,2007,6.472
vut,2008,7.398
vut,2009,5.437
vut,2010,5.567
ven,1970,-0.177
ven,1971,1.458
ven,1972,-2.361
ven,1973,-0.432
ven,1974,-1.478
ven,1975,1.331
ven,1976,-2.451
ven,1977,-0.00709
ven,1978,0.1441
ven,1979,0.1578
ven,1980,0.08192
ven,1981,0.2437
ven,1982,0.3351
ven,1983,0.1094
ven,1984,0.03217
ven,1985,0.1174
ven,1986,0.02716
ven,1987,0.04631
ven,1988,0.1523
ven,1989,0.5054
ven,1990,0.959
ven,1991,3.704
ven,1992,1.076
ven,1993,0.6402
ven,1994,1.438
ven,1995,1.315
ven,1996,3.198
ven,1997,7.225
ven,1998,5.458
ven,1999,2.95
ven,2000,4.013
ven,2001,2.997
ven,2002,0.8419
ven,2003,2.44
ven,2004,1.319
ven,2005,1.904
ven,2006,-0.2769
ven,2007,0.7151
ven,2008,0.3841
ven,2009,-0.7776
ven,2010,0.3085
vnm,1985,-0.00057
vnm,1986,0.00015
vnm,1987,0.02827
vnm,1988,0.03021
vnm,1989,0.06467
vnm,1990,2.781
vnm,1991,3.903
vnm,1992,4.803
vnm,1993,7.028
vnm,1994,11.94
vnm,1995,8.586
vnm,1996,9.713
vnm,1997,8.27
vnm,1998,6.141
vnm,1999,4.923
vnm,2000,4.164
vnm,2001,3.977
vnm,2002,3.993
vnm,2003,3.666
vnm,2004,3.544
vnm,2005,3.693
vnm,2006,3.94
vnm,2007,9.435
vnm,2008,10.52
vnm,2009,7.821
vnm,2010,7.517
pse,1995,3.807
pse,1996,5.272
pse,1997,4.404
pse,1998,5.531
pse,1999,4.525
pse,2000,1.507
pse,2001,0.5755
pse,2002,0.3333
pse,2003,0.5716
pse,2004,1.356
pse,2005,1.159
yem,1990,-2.318
yem,1991,4.764
yem,1992,11.11
yem,1993,16.82
yem,1994,0.3791
yem,1995,-5.112
yem,1996,-1.039
yem,1997,-2.025
yem,1998,-3.469
yem,1999,-4.026
yem,2000,0.06641
yem,2001,1.574
yem,2002,1.069
yem,2003,-0.7566
yem,2004,1.035
yem,2005,-1.803
yem,2006,5.875
yem,2007,4.236
yem,2008,5.776
yem,2009,0.5141
yem,2010,0.1782
zmb,1970,0.5322
zmb,1971,0.5093
zmb,1972,1.549
zmb,1973,1.315
zmb,1974,1.305
zmb,1975,1.556
zmb,1976,1.164
zmb,1977,1.708
zmb,1978,1.373
zmb,1979,1.05
zmb,1980,1.589
zmb,1981,-0.958
zmb,1982,1.007
zmb,1983,0.774
zmb,1984,0.6325
zmb,1985,2.286
zmb,1986,1.7
zmb,1987,3.289
zmb,1988,2.502
zmb,1989,4.098
zmb,1990,6.164
zmb,1991,1.016
zmb,1992,1.414
zmb,1993,9.604
zmb,1994,1.195
zmb,1995,2.789
zmb,1996,3.581
zmb,1997,5.304
zmb,1998,6.116
zmb,1999,5.174
zmb,2000,3.753
zmb,2001,1.971
zmb,2002,8.006
zmb,2003,7.933
zmb,2004,6.692
zmb,2005,4.972
zmb,2006,5.754
zmb,2007,11.47
zmb,2008,6.411
zmb,2009,5.426
zmb,2010,6.431
zwe,1970,0.9909
zwe,1971,1.002
zwe,1972,0.8772
zwe,1973,0.9213
zwe,1974,0.8375
zwe,1975,0.6604
zwe,1976,0.6736
zwe,1977,-0.08742
zwe,1978,0.05789
zwe,1979,0.00284
zwe,1980,0.0232
zwe,1981,0.04426
zwe,1982,-0.00985
zwe,1983,-0.02672
zwe,1984,-0.03917
zwe,1985,0.05053
zwe,1986,0.1197
zwe,1987,-0.4525
zwe,1988,-0.2308
zwe,1989,-0.1229
zwe,1990,-0.139
zwe,1991,0.03229
zwe,1992,0.2214
zwe,1993,0.4259
zwe,1994,0.5028
zwe,1995,1.655
zwe,1996,0.9459
zwe,1997,1.584
zwe,1998,6.94
zwe,1999,0.8603
zwe,2000,0.3468
zwe,2001,0.05607
zwe,2002,0.4084
zwe,2003,0.06635
zwe,2004,0.1499
zwe,2005,1.786
zwe,2006,0.7348
zwe,2007,1.302
zwe,2008,1.169
zwe,2009,1.799
zwe,2010,1.41
