geo,time,inflation_annual_percent
nor,1988,4.87
nor,1989,5.648
nor,1990,3.823
nor,1991,2.183
nor,1992,-0.7152
nor,1993,2.29
nor,1994,-0.2086
nor,1995,3.041
nor,1996,4.179
nor,1997,2.8
nor,1998,-0.7692
nor,1999,6.615
nor,2000,15.65
nor,2001,1.732
nor,2002,-1.773
nor,2003,2.897
nor,2004,5.893
nor,2005,8.938
nor,2006,8.663
nor,2007,3.028
nor,2008,10.95
nor,2009,-6.382
nor,2010,6.351
nor,2011,6.28
omn,1961,2.002
omn,1962,2.6
omn,1963,1.852
omn,1964,3.194
omn,1965,1.806
omn,1966,1.782
omn,1967,-3.543
omn,1968,11.52
omn,1969,1.113
omn,1970,-6.23
omn,1971,16.09
omn,1972,2.481
omn,1973,40.31
omn,1974,201
omn,1975,2.374
omn,1976,1.3
omn,1977,6
omn,1978,3.802
omn,1979,30.58
omn,1980,51.11
omn,1981,3.68
omn,1982,-6.72
omn,1983,-9.999
omn,1984,-4.718
omn,1985,-0.512
omn,1986,-20.63
omn,1987,11.18
omn,1988,1.319
omn,1989,0
omn,1990,24.84
omn,1991,-8.498
omn,1992,1.273
omn,1993,-5.389
omn,1994,-0.4505
omn,1995,1.756
omn,1996,7.416
omn,1997,-2.235
omn,1998,-13.35
omn,1999,11.67
omn,2000,19.98
omn,2001,-6.58
omn,2002,-2.015
omn,2003,7.124
omn,2004,10.77
omn,2005,20.45
omn,2006,12.88
omn,2007,6.602
omn,2008,28.14
omn,2009,-23.46
omn,2010,18.69
omn,2011,17.62
pak,1961,3.196
pak,1962,-0.07708
pak,1963,-1.312
pak,1964,5.04
pak,1965,3.879
pak,1966,3.874
pak,1967,8.627
pak,1968,1.899
pak,1969,1.139
pak,1970,4.307
pak,1971,5.241
pak,1972,6.209
pak,1973,15.54
pak,1974,25.44
pak,1975,24.04
pak,1976,11.86
pak,1977,9.095
pak,1978,9.035
pak,1979,6.588
pak,1980,9.062
pak,1981,9.914
pak,1982,9.372
pak,1983,5.274
pak,1984,9.654
pak,1985,4.535
pak,1986,3.292
pak,1987,4.518
pak,1988,9.618
pak,1989,8.585
pak,1990,6.452
pak,1991,13.06
pak,1992,10.06
pak,1993,8.696
pak,1994,12.89
pak,1995,13.87
pak,1996,8.374
pak,1997,13.38
pak,1998,7.526
pak,1999,5.862
pak,2000,24.89
pak,2001,7.891
pak,2002,2.463
pak,2003,4.438
pak,2004,7.749
pak,2005,7.026
pak,2006,10.46
pak,2007,7.653
pak,2008,16.24
pak,2009,19.91
pak,2010,11.96
pak,2011,18.94
plw,1992,5.049
plw,1993,4.975
plw,1994,2.552
plw,1995,2.813
plw,1996,2.912
plw,1997,2.278
plw,1998,1.596
plw,1999,2.253
plw,2000,5.304
plw,2001,2.664
plw,2002,-0.6967
plw,2003,4.093
plw,2004,3.743
plw,2005,3.209
plw,2006,4.555
plw,2007,2.743
plw,2008,6.5
plw,2009,1.1
plw,2010,2
plw,2011,-0.7561
pan,1961,0.694
pan,1962,0.4602
pan,1963,2.226
pan,1964,2.728
pan,1965,0.6437
pan,1966,1.336
pan,1967,2.576
pan,1968,0.6097
pan,1969,1.127
pan,1970,1.046
pan,1971,2.905
pan,1972,5.068
pan,1973,8.515
pan,1974,11.56
pan,1975,10.25
pan,1976,4.489
pan,1977,4.817
pan,1978,8.039
pan,1979,9.521
pan,1980,33.69
pan,1981,3.643
pan,1982,4.872
pan,1983,7.498
pan,1984,1.629
pan,1985,0.8087
pan,1986,0.339
pan,1987,2.289
pan,1988,-0.1926
pan,1989,-1.276
pan,1990,0.5652
pan,1991,0.4928
pan,1992,5.061
pan,1993,3.555
pan,1994,3.68
pan,1995,0.4667
pan,1996,14.69
pan,1997,1.608
pan,1998,0.9994
pan,1999,0.8411
pan,2000,-1.248
pan,2001,1.029
pan,2002,1.671
pan,2003,1.131
pan,2004,1.965
pan,2005,1.748
pan,2006,2.106
pan,2007,3.024
pan,2008,5.53
pan,2009,1.447
pan,2010,2.681
pan,2011,3.583
png,1961,0.03627
png,1962,0.2865
png,1963,1.526
png,1964,1.9
png,1965,2.232
png,1966,7.361
png,1967,8.557
png,1968,5.249
png,1969,4.938
png,1970,5.651
png,1971,3.414
png,1972,7.133
png,1973,19.74
png,1974,8.92
png,1975,2.269
png,1976,19.72
png,1977,7.438
png,1978,-2.03
png,1979,16.1
png,1980,7.091
png,1981,-1.304
png,1982,3.679
png,1983,18.66
png,1984,7.438
png,1985,1.62
png,1986,1.357
png,1987,7.972
png,1988,7.924
png,1989,-2.541
png,1990,4.138
png,1991,6.995
png,1992,2.876
png,1993,-2.496
png,1994,7.253
png,1995,15.85
png,1996,1.812
png,1997,8.426
png,1998,14.54
png,1999,11.07
png,2000,13.1
png,2001,6.914
png,2002,12.29
png,2003,5.539
png,2004,-1.992
png,2005,15.93
png,2006,9.908
png,2007,2.355
png,2008,7.83
png,2009,-4.265
png,2010,9.259
png,2011,9.174
pry,1961,7.511
pry,1962,12.72
pry,1963,2.467
pry,1964,2.388
pry,1965,3.099
pry,1966,3.82
pry,1967,-2.548
pry,1968,1.862
pry,1969,3.21
pry,1970,1.914
pry,1971,5.998
pry,1972,8.717
pry,1973,20.76
pry,1974,23.75
pry,1975,6.607
pry,1976,5.037
pry,1977,11.01
pry,1978,9.883
pry,1979,19.86
pry,1980,16.71
pry,1981,16.33
pry,1982,5.108
pry,1983,14.44
pry,1984,26.94
pry,1985,25.24
pry,1986,31.56
pry,1987,30.33
pry,1988,25.15
pry,1989,31.23
pry,1990,36.28
pry,1991,24.82
pry,1992,12.91
pry,1993,19.34
pry,1994,6.287
pry,1995,13.57
pry,1996,13.14
pry,1997,4.313
pry,1998,11.04
pry,1999,6.979
pry,2000,12.14
pry,2001,5.18
pry,2002,9.031
pry,2003,19.09
pry,2004,11.8
pry,2005,8.103
pry,2006,8.504
pry,2007,10.23
pry,2008,13.19
pry,2009,0.1898
pry,2010,6.304
pry,2011,10.4
per,1961,3.1
per,1962,4.625
per,1963,5.629
per,1964,13.5
per,1965,13.01
per,1966,9.16
per,1967,10.2
per,1968,18.06
per,1969,7.847
per,1970,9.367
per,1971,7.06
per,1972,7.762
per,1973,13.54
per,1974,15.38
per,1975,23.25
per,1976,29.06
per,1977,35.67
per,1978,58.96
per,1979,73.51
per,1980,65.9
per,1981,64.83
per,1982,65.18
per,1983,104
per,1984,109.9
per,1985,166.3
per,1986,73.51
per,1987,84.69
per,1988,372.5
per,1989,2928
per,1990,6837
per,1991,379.9
per,1992,69.18
per,1993,47.07
per,1994,26.15
per,1995,12.95
per,1996,10.57
per,1997,7.538
per,1998,6.253
per,1999,3.945
per,2000,3.66
per,2001,1.432
per,2002,0.4722
per,2003,2.756
per,2004,6.184
per,2005,2.955
per,2006,7.218
per,2007,1.931
per,2008,0.7196
per,2009,2.177
per,2010,4.491
per,2011,4.681
phl,1961,3.044
phl,1962,6.79
phl,1963,8.567
phl,1964,4.511
phl,1965,3.977
phl,1966,5.335
phl,1967,1.963
phl,1968,6.408
phl,1969,5.886
phl,1970,15.16
phl,1971,14.4
phl,1972,6.512
phl,1973,16.87
phl,1974,32.6
phl,1975,9.316
phl,1976,8.305
phl,1977,8.273
phl,1978,9.332
phl,1979,14.84
phl,1980,14.25
phl,1981,11.7
phl,1982,8.701
phl,1983,14.22
phl,1984,53.34
phl,1985,17.63
phl,1986,2.953
phl,1987,7.498
phl,1988,9.647
phl,1989,9.033
phl,1990,12.97
phl,1991,16.53
phl,1992,7.933
phl,1993,6.832
phl,1994,9.991
phl,1995,7.551
phl,1996,7.661
phl,1997,6.224
phl,1998,22.38
phl,1999,6.585
phl,2000,5.71
phl,2001,5.549
phl,2002,4.162
phl,2003,3.201
phl,2004,5.517
phl,2005,5.828
phl,2006,4.949
phl,2007,3.09
phl,2008,7.549
phl,2009,2.773
phl,2010,4.222
phl,2011,4.246
pol,1991,55.26
pol,1992,38.63
pol,1993,30.64
pol,1994,37.23
pol,1995,27.98
pol,1996,17.91
pol,1997,13.92
pol,1998,11.07
pol,1999,5.986
pol,2000,7.252
pol,2001,3.48
pol,2002,2.246
pol,2003,0.394
pol,2004,4.089
pol,2005,2.643
pol,2006,1.483
pol,2007,3.956
pol,2008,3.102
pol,2009,3.718
pol,2010,1.403
pol,2011,3.157
prt,1961,1.412
prt,1962,0.6767
prt,1963,0.5678
prt,1964,2.008
prt,1965,3.872
prt,1966,5.263
prt,1967,3.937
prt,1968,1.673
prt,1969,7.397
prt,1970,1.934
prt,1971,5.017
prt,1972,7.805
prt,1973,9.466
prt,1974,18.87
prt,1975,16.23
prt,1976,16.27
prt,1977,26.4
prt,1978,22.35
prt,1979,19.44
prt,1980,20.9
prt,1981,17.61
prt,1982,20.69
prt,1983,24.61
prt,1984,24.68
prt,1985,21.73
prt,1986,20.45
prt,1987,10.1
prt,1988,11.17
prt,1989,10.51
prt,1990,13.14
prt,1991,10.09
prt,1992,11.45
prt,1993,7.376
prt,1994,7.278
prt,1995,3.429
prt,1996,2.345
prt,1997,3.926
prt,1998,3.793
prt,1999,3.299
prt,2000,3.251
prt,2001,3.574
prt,2002,3.74
prt,2003,3.005
prt,2004,2.472
prt,2005,2.525
prt,2006,2.781
prt,2007,2.83
prt,2008,1.582
prt,2009,0.9117
prt,2010,1.056
prt,2011,0.6625
pri,1961,0.6365
pri,1962,4.157
pri,1963,0.9047
pri,1964,3.127
pri,1965,2.789
pri,1966,2.733
pri,1967,5.375
pri,1968,7.214
pri,1969,2.783
pri,1970,3.845
pri,1971,5.474
pri,1972,4.378
pri,1973,4.415
pri,1974,9.685
pri,1975,9.469
pri,1976,3.914
pri,1977,3.72
pri,1978,5.67
pri,1979,7.621
pri,1980,11.52
pri,1981,9.356
pri,1982,8.37
pri,1983,2.578
pri,1984,3.353
pri,1985,3.744
pri,1986,0.1071
pri,1987,3.592
pri,1988,2.937
pri,1989,2.896
pri,1990,4.322
pri,1991,3.124
pri,1992,2.577
pri,1993,1.886
pri,1994,3.179
pri,1995,2.774
pri,1996,3.912
pri,1997,1.332
pri,1998,6.361
pri,1999,1.472
pri,2000,3.295
pri,2001,5.505
pri,2002,2.549
pri,2003,4.418
pri,2004,2.748
pri,2005,3.687
pri,2006,4.199
pri,2007,5.167
pri,2008,6.755
pri,2009,5.207
pri,2010,3.242
qat,2001,-4.427
qat,2002,3.056
qat,2003,17.44
qat,2004,11.38
qat,2005,26.28
qat,2006,18.52
qat,2007,11.43
qat,2008,22.85
qat,2009,-24.25
qat,2010,11.91
qat,2011,14.35
rou,1982,12.14
rou,1983,-0.398
rou,1984,0.2514
rou,1985,0.2711
rou,1986,0.176
rou,1987,-0.02547
rou,1988,1.917
rou,1989,-0.9038
rou,1990,13.6
rou,1991,194.9
rou,1992,200.1
rou,1993,227.4
rou,1994,138.9
rou,1995,35.24
rou,1996,45.17
rou,1997,147.3
rou,1998,55.22
rou,1999,47.77
rou,2000,44.25
rou,2001,37.44
rou,2002,23.43
rou,2003,23.98
rou,2004,15.04
rou,2005,12.29
rou,2006,10.78
rou,2007,13.03
rou,2008,11.58
rou,2009,6.539
rou,2010,3.571
rou,2011,7.105
rus,1990,15.9
rus,1991,128.6
rus,1992,1490
rus,1993,887.8
rus,1994,307.3
rus,1995,144
rus,1996,45.8
rus,1997,15.06
rus,1998,18.54
rus,1999,72.39
rus,2000,37.7
rus,2001,16.49
rus,2002,15.49
rus,2003,13.78
rus,2004,20.28
rus,2005,19.31
rus,2006,15.17
rus,2007,13.8
rus,2008,17.96
rus,2009,2.006
rus,2010,11.6
rus,2011,15.86
rwa,1961,7.125
rwa,1962,-7.971
rwa,1963,13.55
rwa,1964,16.03
rwa,1965,6.964
rwa,1966,36.86
rwa,1967,36.97
rwa,1968,0.8485
rwa,1969,-1.284
rwa,1970,9.936
rwa,1971,-0.1139
rwa,1972,1.846
rwa,1973,3.916
rwa,1974,15.91
rwa,1975,87.97
rwa,1976,-1.891
rwa,1977,13.51
rwa,1978,3.665
rwa,1979,6.065
rwa,1980,3.065
rwa,1981,7.711
rwa,1982,4.883
rwa,1983,2.449
rwa,1984,16.86
rwa,1985,4.564
rwa,1986,-7.022
rwa,1987,0.6653
rwa,1988,2.225
rwa,1989,5.297
rwa,1990,13.46
rwa,1991,14.98
rwa,1992,7.283
rwa,1993,13.87
rwa,1994,17.19
rwa,1995,51.27
rwa,1996,10.92
rwa,1997,15.62
rwa,1998,2.228
rwa,1999,-3.516
rwa,2000,-3.018
rwa,2001,1.132
rwa,2002,-5.101
rwa,2003,24.28
rwa,2004,13.15
rwa,2005,9.215
rwa,2006,9.166
rwa,2007,12.91
rwa,2008,13.32
rwa,2009,11.29
rwa,2010,2.493
rwa,2011,7.486
kna,1978,6.74
kna,1979,6.637
kna,1980,11.19
kna,1981,16.53
kna,1982,7.656
kna,1983,0.5466
kna,1984,6.353
kna,1985,4.671
kna,1986,8.071
kna,1987,5.706
kna,1988,7.349
kna,1989,5.094
kna,1990,8.661
kna,1991,2.971
kna,1992,6.937
kna,1993,2.28
kna,1994,6.368
kna,1995,0.3771
kna,1996,-0.1153
kna,1997,4.819
kna,1998,3.266
kna,1999,0.8975
kna,2000,21.47
kna,2001,5.977
kna,2002,4.254
kna,2003,-0.4669
kna,2004,1.335
kna,2005,2.392
kna,2006,9.312
kna,2007,22.97
kna,2008,3.174
kna,2009,-1.436
kna,2010,0.4578
kna,2011,5.404
lca,1981,10.24
lca,1982,5.76
lca,1983,3.214
lca,1984,3.288
lca,1985,1.898
lca,1986,3.897
lca,1987,5.318
lca,1988,0.7723
lca,1989,4.25
lca,1990,3.205
lca,1991,5.797
lca,1992,3.515
lca,1993,0.3538
lca,1994,3.716
lca,1995,4.906
lca,1996,-4.198
lca,1997,6.288
lca,1998,2.29
lca,1999,2.893
lca,2000,4.128
lca,2001,-0.1474
lca,2002,-1.255
lca,2003,6.676
lca,2004,3.982
lca,2005,1.557
lca,2006,5.56
lca,2007,6.666
lca,2008,0.7265
lca,2009,17.95
lca,2010,3.888
lca,2011,2.059
vct,1961,2.502
vct,1962,0.05374
vct,1963,0.6858
vct,1964,3.849
vct,1965,1.474
vct,1966,6.564
vct,1967,11.73
vct,1968,3.311
vct,1969,5.452
vct,1970,0.05862
vct,1971,4.224
vct,1972,6.363
vct,1973,25.43
vct,1974,25.45
vct,1975,15.47
vct,1976,7.715
vct,1977,11.88
vct,1978,13.97
vct,1979,13.18
vct,1980,8.436
vct,1981,16.87
vct,1982,9.006
vct,1983,5.423
vct,1984,3.93
vct,1985,2.778
vct,1986,6.288
vct,1987,6.388
vct,1988,0.8895
vct,1989,5.11
vct,1990,6.425
vct,1991,6.551
vct,1992,2.061
vct,1993,2.234
vct,1994,5.031
vct,1995,8.461
vct,1996,4.246
vct,1997,-8.097
vct,1998,3.119
vct,1999,0.00408
vct,2000,17.65
vct,2001,6.086
vct,2002,3.366
vct,2003,1.161
vct,2004,1.639
vct,2005,3.33
vct,2006,1.169
vct,2007,8.662
vct,2008,2.721
vct,2009,-1.576
vct,2010,2.243
vct,2011,1.923
wsm,1983,17.9
wsm,1984,15.87
wsm,1985,1.539
wsm,1986,-0.3097
wsm,1987,4.517
wsm,1988,18.37
wsm,1989,-2.792
wsm,1990,9.006
wsm,1991,6.111
wsm,1992,8.566
wsm,1993,0.6547
wsm,1994,68.23
wsm,1995,-6.873
wsm,1996,4.497
wsm,1997,11.66
wsm,1998,3.212
wsm,1999,2.386
wsm,2000,2.79
wsm,2001,2.282
wsm,2002,2.371
wsm,2003,2.374
wsm,2004,6.845
wsm,2005,0.8665
wsm,2006,9.243
wsm,2007,7.682
wsm,2008,3.487
wsm,2009,0.9339
wsm,2010,2.345
wsm,2011,-0.2755
smr,1971,7.179
smr,1972,5.633
smr,1973,12.74
smr,1974,20.25
smr,1975,16.98
smr,1976,17.45
smr,1977,18.48
smr,1978,13.95
smr,1979,15.45
smr,1980,20.82
smr,1981,18.79
smr,1982,17.54
smr,1983,15.1
smr,1984,10.76
smr,1985,9.175
smr,1986,7.488
smr,1987,6.009
smr,1988,6.65
smr,1989,6.197
smr,1990,8.394
smr,1991,7.541
smr,1992,4.4
smr,1993,4.26
smr,1994,3.871
smr,1995,5.33
smr,1996,3.998
smr,1997,1.694
smr,1998,1.73
smr,1999,1.569
smr,2000,2.629
smr,2001,2.694
smr,2002,2.376
smr,2003,2.414
smr,2004,1.932
smr,2005,1.878
smr,2006,1.947
smr,2007,1.74
smr,2008,3.231
stp,2002,9.283
stp,2003,5.392
stp,2004,8.269
stp,2005,15.29
stp,2006,20.61
stp,2007,19.17
stp,2008,26.57
stp,2009,13.55
stp,2010,11.74
stp,2011,12.11
sau,1969,1.017
sau,1970,-0.2223
sau,1971,12.68
sau,1972,1.585
sau,1973,11.38
sau,1974,134
sau,1975,-2.616
sau,1976,22.15
sau,1977,8.223
sau,1978,5.36
sau,1979,25.57
sau,1980,36.67
sau,1981,8.725
sau,1982,-5.23
sau,1983,-7.465
sau,1984,-2.566
sau,1985,-6.438
sau,1986,-18.57
sau,1987,3.797
sau,1988,-4.839
sau,1989,7.964
sau,1990,13.06
sau,1991,3.082
sau,1992,-0.8083
sau,1993,-3.072
sau,1994,0.9743
sau,1995,5.84
sau,1996,7.106
sau,1997,1.953
sau,1998,-13.97
sau,1999,11.25
sau,2000,11.64
sau,2001,-3.41
sau,2002,2.895
sau,2003,5.705
sau,2004,10.83
sau,2005,19.34
sau,2006,9.487
sau,2007,5.875
sau,2008,18.79
sau,2009,-20.99
sau,2010,14.36
sau,2011,19.84
sen,1961,2.469
sen,1962,2.539
sen,1963,1.487
sen,1964,1.995
sen,1965,0.4528
sen,1966,0.4162
sen,1967,1.333
sen,1968,-0.5424
sen,1969,6.867
sen,1970,2.043
sen,1971,3.002
sen,1972,4.104
sen,1973,7.684
sen,1974,16.76
sen,1975,11.63
sen,1976,3.789
sen,1977,8.164
sen,1978,6.773
sen,1979,9.707
sen,1980,11.53
sen,1981,11
sen,1982,9.767
sen,1983,9.274
sen,1984,7.791
sen,1985,8.991
sen,1986,5.738
sen,1987,-1.59
sen,1988,-1.403
sen,1989,1.517
sen,1990,-0.01787
sen,1991,-0.7242
sen,1992,-0.9293
sen,1993,-0.1296
sen,1994,33.89
sen,1995,7.368
sen,1996,4.317
sen,1997,2.051
sen,1998,2.756
sen,1999,0.3537
sen,2000,1.936
sen,2001,2.614
sen,2002,3.3
sen,2003,0.5185
sen,2004,0.4996
sen,2005,2.402
sen,2006,4.141
sen,2007,5.606
sen,2008,6.547
sen,2009,-1.478
sen,2010,1.407
sen,2011,3.201
srb,1998,27.69
srb,1999,42.46
srb,2000,77.39
srb,2001,88.38
srb,2002,22.55
srb,2003,12.74
srb,2004,12.2
srb,2005,15.68
srb,2006,12.5
srb,2007,10.1
srb,2008,12.61
srb,2009,5.645
srb,2010,9.096
srb,2011,8.605
syc,1961,1.457
syc,1962,0.599
syc,1963,-0.00247
syc,1964,4.38
syc,1965,-49.42
syc,1966,3.213
syc,1967,2.039
syc,1968,3.398
syc,1969,2.352
syc,1970,2.905
syc,1971,1.574
syc,1972,27.71
syc,1973,12.55
syc,1974,20.93
syc,1975,13.51
syc,1976,9.136
syc,1977,43.74
syc,1978,-0.3981
syc,1979,17.03
syc,1980,22.02
syc,1981,12.41
syc,1982,0.7557
syc,1983,4.334
syc,1984,2.93
syc,1985,1.514
syc,1986,6.745
syc,1987,4.137
syc,1988,3.858
syc,1989,2.465
syc,1990,5.6
syc,1991,-2.043
syc,1992,4.68
syc,1993,4.102
syc,1994,0.9611
syc,1995,-0.7746
syc,1996,-1.536
syc,1997,1.084
syc,1998,4.366
syc,1999,2.057
syc,2000,1.252
syc,2001,6.157
syc,2002,3.613
syc,2003,5.947
syc,2004,3.95
syc,2005,21.92
syc,2006,2.101
syc,2007,10.69
syc,2008,34.62
syc,2009,25.16
syc,2010,-4.89
syc,2011,2.241
sle,1961,-0.00001
sle,1962,0
sle,1963,0
sle,1964,0
sle,1965,5.197
sle,1966,2.733
sle,1967,-5.851
sle,1968,6.667
sle,1969,14.16
sle,1970,-2.142
sle,1971,-6.929
sle,1972,5.95
sle,1973,23.23
sle,1974,14.16
sle,1975,8.869
sle,1976,8.284
sle,1977,19.75
sle,1978,23.85
sle,1979,11.54
sle,1980,-6.009
sle,1981,8.698
sle,1982,18.5
sle,1983,19.44
sle,1984,39.77
sle,1985,68.89
sle,1986,78.5
sle,1987,165.7
sle,1988,64.29
sle,1989,61.49
sle,1990,70.59
sle,1991,128.8
sle,1992,82.02
sle,1993,26.72
sle,1994,25.06
sle,1995,33.6
sle,1996,25.57
sle,1997,15.59
sle,1998,27.05
sle,1999,25.03
sle,2000,6.111
sle,2001,1.79
sle,2002,-3.692
sle,2003,8.399
sle,2004,18.34
sle,2005,12.86
sle,2006,9.624
sle,2007,10.78
sle,2008,11.2
sle,2009,5.244
sle,2010,14.35
sle,2011,17.83
sgp,1961,0.813
sgp,1962,0.8878
sgp,1963,3.534
sgp,1964,0.3599
sgp,1965,0.1549
sgp,1966,1.472
sgp,1967,0.5712
sgp,1968,1.38
sgp,1969,2.403
sgp,1970,1.679
sgp,1971,5.195
sgp,1972,5.55
sgp,1973,12.69
sgp,1974,15.89
sgp,1975,2.3
sgp,1976,1.704
sgp,1977,1.377
sgp,1978,3.126
sgp,1979,5.383
sgp,1980,11.09
sgp,1981,5.956
sgp,1982,4.33
sgp,1983,3.155
sgp,1984,0.5824
sgp,1985,-1.431
sgp,1986,-0.8689
sgp,1987,0.4575
sgp,1988,5.697
sgp,1989,4.277
sgp,1990,4.378
sgp,1991,4.14
sgp,1992,1.409
sgp,1993,3.453
sgp,1994,3.533
sgp,1995,2.83
sgp,1996,1.052
sgp,1997,1.243
sgp,1998,-1.357
sgp,1999,-4.783
sgp,2000,3.637
sgp,2001,-2.222
sgp,2002,-0.8791
sgp,2003,-1.508
sgp,2004,4.383
sgp,2005,2.073
sgp,2006,1.991
sgp,2007,6.164
sgp,2008,-7.645
sgp,2009,0
sgp,2010,8.534
sgp,2011,0.5035
svk,1985,1.724
svk,1986,0.01379
svk,1987,0.02198
svk,1988,1.739
svk,1989,2.806
svk,1990,6.857
svk,1991,34.62
svk,1992,11.43
svk,1993,29.78
svk,1994,13.45
svk,1995,9.891
svk,1996,4.198
svk,1997,6.155
svk,1998,5.073
svk,1999,7.362
svk,2000,9.417
svk,2001,5.017
svk,2002,3.874
svk,2003,5.31
svk,2004,5.849
svk,2005,2.382
svk,2006,2.942
svk,2007,1.113
svk,2008,2.861
svk,2009,-1.182
svk,2010,0.4916
svk,2011,1.638
svn,1991,94.93
svn,1992,208.2
svn,1993,37.08
svn,1994,22.59
svn,1995,29.23
svn,1996,11.29
svn,1997,8.524
svn,1998,7.032
svn,1999,6.568
svn,2000,5.223
svn,2001,8.652
svn,2002,7.585
svn,2003,5.533
svn,2004,3.271
svn,2005,1.66
svn,2006,2.114
svn,2007,4.173
svn,2008,4.124
svn,2009,2.964
svn,2010,-1.067
svn,2011,0.805
slb,1991,7.247
slb,1992,13.17
slb,1993,13.59
slb,1994,6.947
slb,1995,6.844
slb,1996,12.15
slb,1997,6.258
slb,1998,5.606
slb,1999,3.319
slb,2000,10.7
slb,2001,3.735
slb,2002,12.23
slb,2003,1.703
slb,2004,7.167
slb,2005,5.301
slb,2006,4.263
slb,2007,16.57
slb,2008,3.982
slb,2009,-2.024
slb,2010,5.607
slb,2011,7.339
som,1961,9.788
som,1962,-0.824
som,1963,3.296
som,1964,13.1
som,1965,12.89
som,1966,-3.206
som,1967,-0.3244
som,1968,3.397
som,1969,6.522
som,1970,0.6889
som,1971,1.844
som,1972,11.99
som,1973,11.61
som,1974,13.07
som,1975,16.88
som,1976,14.73
som,1977,9.795
som,1978,14.64
som,1979,13.05
som,1980,100.9
som,1981,20.13
som,1982,26.83
som,1983,32.01
som,1984,71.67
som,1985,29.61
som,1986,33.53
som,1987,32.65
som,1988,69.85
som,1989,97.42
som,1990,215.5
zaf,1961,1.261
zaf,1962,0.5934
zaf,1963,3.327
zaf,1964,1.697
zaf,1965,0.3189
zaf,1966,4.388
zaf,1967,4.076
zaf,1968,3.857
zaf,1969,7.632
zaf,1970,4.283
zaf,1971,5.98
zaf,1972,11.02
zaf,1973,18.33
zaf,1974,15.9
zaf,1975,10.67
zaf,1976,10.42
zaf,1977,11.17
zaf,1978,11.68
zaf,1979,15.13
zaf,1980,24.91
zaf,1981,9.927
zaf,1982,13.94
zaf,1983,16.57
zaf,1984,11.52
zaf,1985,16.8
zaf,1986,17.06
zaf,1987,14.5
zaf,1988,15.18
zaf,1989,17.26
zaf,1990,15.52
zaf,1991,15.73
zaf,1992,14.57
zaf,1993,13.09
zaf,1994,9.594
zaf,1995,10.25
zaf,1996,8.09
zaf,1997,8.106
zaf,1998,7.71
zaf,1999,7.073
zaf,2000,8.81
zaf,2001,7.667
zaf,2002,10.75
zaf,2003,5.55
zaf,2004,6.372
zaf,2005,5.445
zaf,2006,6.528
zaf,2007,8.079
zaf,2008,8.298
zaf,2009,7.651
zaf,2010,7.862
zaf,2011,8.006
esp,1961,2.466
esp,1962,6.096
esp,1963,7.845
esp,1964,6.254
esp,1965,9.165
esp,1966,8.174
esp,1967,8.538
esp,1968,5.911
esp,1969,5.133
esp,1970,5.865
esp,1971,7.846
esp,1972,8.518
esp,1973,11.85
esp,1974,15.95
esp,1975,16.78
esp,1976,16.49
esp,1977,23.38
esp,1978,20.63
esp,1979,16.93
esp,1980,13.35
esp,1981,12.35
esp,1982,13.58
esp,1983,11.88
esp,1984,10.86
esp,1985,8.595
esp,1986,10.88
esp,1987,5.944
esp,1988,5.936
esp,1989,6.896
esp,1990,7.326
esp,1991,6.935
esp,1992,6.711
esp,1993,4.537
esp,1994,3.88
esp,1995,4.933
esp,1996,3.459
esp,1997,2.384
esp,1998,2.48
esp,1999,2.627
esp,2000,3.394
esp,2001,4.192
esp,2002,4.353
esp,2003,4.163
esp,2004,4.043
esp,2005,4.344
esp,2006,4.14
esp,2007,3.268
esp,2008,2.374
esp,2009,0.07373
esp,2010,0.4048
esp,2011,1.379
lka,1961,-1.709
lka,1962,-1.365
lka,1963,1.638
lka,1964,2.478
lka,1965,0.242
lka,1966,-1.804
lka,1967,1.839
lka,1968,12.09
lka,1969,1.308
lka,1970,12.51
lka,1971,1.498
lka,1972,8.967
lka,1973,12.75
lka,1974,24.38
lka,1975,5.35
lka,1976,9.976
lka,1977,14.69
lka,1978,10.92
lka,1979,15.4
lka,1980,19.98
lka,1981,20.89
lka,1982,12.1
lka,1983,16.91
lka,1984,20.3
lka,1985,0.5839
lka,1986,5.917
lka,1987,7.751
lka,1988,10.12
lka,1989,10.92
lka,1990,20.06
lka,1991,10.62
lka,1992,9.404
lka,1993,9.884
lka,1994,9.771
lka,1995,9.304
lka,1996,10.82
lka,1997,8.925
lka,1998,9.214
lka,1999,4.163
lka,2000,7.277
lka,2001,13.66
lka,2002,11.81
lka,2003,5.149
lka,2004,8.801
lka,2005,10.42
lka,2006,11.28
lka,2007,14.03
lka,2008,16.33
lka,2009,5.88
lka,2010,7.299
lka,2011,7.848
sdn,1961,8.559
sdn,1962,1.593
sdn,1963,4.713
sdn,1964,3.901
sdn,1965,-2.399
sdn,1966,6.394
sdn,1967,6.761
sdn,1968,2.368
sdn,1969,8.617
sdn,1970,7.321
sdn,1971,6.555
sdn,1972,14.31
sdn,1973,23.15
sdn,1974,15.44
sdn,1975,5.284
sdn,1976,6.866
sdn,1977,17.4
sdn,1978,24.91
sdn,1979,23.97
sdn,1980,22.03
sdn,1981,24.98
sdn,1982,30.59
sdn,1983,26.06
sdn,1984,33.64
sdn,1985,46.17
sdn,1986,28.64
sdn,1987,25.89
sdn,1988,78.86
sdn,1989,36.74
